holiday_names,day,month,year,country_cd,country,date,national_cd
Christmas Day,25,12,2020,5,France,2020-12-25,FR
New Year's Eve,31,12,2020,5,France,2020-12-31,FR
New Year's Day,1,1,2021,5,France,2021-01-01,FR
Easter Sunday,4,4,2021,5,France,2021-04-04,FR
Easter Monday,5,4,2021,5,France,2021-04-05,FR
Labor Day / May Day,1,5,2021,5,France,2021-05-01,FR
WWII Victory Day,8,5,2021,5,France,2021-05-08,FR
Ascension Day,13,5,2021,5,France,2021-05-13,FR
Whit Sunday,23,5,2021,5,France,2021-05-23,FR
Whit Monday,24,5,2021,5,France,2021-05-24,FR
Mother's Day,30,5,2021,5,France,2021-05-30,FR
Father's Day,20,6,2021,5,France,2021-06-20,FR
Bastille Day,14,7,2021,5,France,2021-07-14,FR
Assumption of Mary,15,8,2021,5,France,2021-08-15,FR
All Saints' Day,1,11,2021,5,France,2021-11-01,FR
Armistice Day,11,11,2021,5,France,2021-11-11,FR
Christmas Eve,24,12,2021,5,France,2021-12-24,FR
Christmas Day,25,12,2021,5,France,2021-12-25,FR
New Year's Eve,31,12,2021,5,France,2021-12-31,FR
New Year's Day,1,1,2022,5,France,2022-01-01,FR
Easter Sunday,17,4,2022,5,France,2022-04-17,FR
Easter Monday,18,4,2022,5,France,2022-04-18,FR
Labor Day / May Day,1,5,2022,5,France,2022-05-01,FR
WWII Victory Day,8,5,2022,5,France,2022-05-08,FR
Ascension Day,26,5,2022,5,France,2022-05-26,FR
Mother's Day,29,5,2022,5,France,2022-05-29,FR
Whit Sunday,5,6,2022,5,France,2022-06-05,FR
Whit Monday,6,6,2022,5,France,2022-06-06,FR
Father's Day,19,6,2022,5,France,2022-06-19,FR
Bastille Day,14,7,2022,5,France,2022-07-14,FR
Assumption of Mary,15,8,2022,5,France,2022-08-15,FR
All Saints' Day,1,11,2022,5,France,2022-11-01,FR
Armistice Day,11,11,2022,5,France,2022-11-11,FR
Christmas Eve,24,12,2022,5,France,2022-12-24,FR
Christmas Day,25,12,2022,5,France,2022-12-25,FR
New Year's Eve,31,12,2022,5,France,2022-12-31,FR
New Year's Day,1,1,2023,5,France,2023-01-01,FR
Easter Sunday,9,4,2023,5,France,2023-04-09,FR
Easter Monday,10,4,2023,5,France,2023-04-10,FR
Labor Day / May Day,1,5,2023,5,France,2023-05-01,FR
WWII Victory Day,8,5,2023,5,France,2023-05-08,FR
Ascension Day,18,5,2023,5,France,2023-05-18,FR
Whit Sunday,28,5,2023,5,France,2023-05-28,FR
Whit Monday,29,5,2023,5,France,2023-05-29,FR
Mother's Day,4,6,2023,5,France,2023-06-04,FR
Father's Day,18,6,2023,5,France,2023-06-18,FR
Bastille Day,14,7,2023,5,France,2023-07-14,FR
Assumption of Mary,15,8,2023,5,France,2023-08-15,FR
All Saints' Day,1,11,2023,5,France,2023-11-01,FR
Armistice Day,11,11,2023,5,France,2023-11-11,FR
Christmas Eve,24,12,2023,5,France,2023-12-24,FR
Christmas Day,25,12,2023,5,France,2023-12-25,FR
New Year's Eve,31,12,2023,5,France,2023-12-31,FR
New Year's Day,1,1,2024,5,France,2024-01-01,FR
Easter Sunday,31,3,2024,5,France,2024-03-31,FR
Easter Monday,1,4,2024,5,France,2024-04-01,FR
Labor Day / May Day,1,5,2024,5,France,2024-05-01,FR
WWII Victory Day,8,5,2024,5,France,2024-05-08,FR
Ascension Day,9,5,2024,5,France,2024-05-09,FR
Whit Sunday,19,5,2024,5,France,2024-05-19,FR
Whit Monday,20,5,2024,5,France,2024-05-20,FR
Mother's Day,26,5,2024,5,France,2024-05-26,FR
Father's Day,16,6,2024,5,France,2024-06-16,FR
Bastille Day,14,7,2024,5,France,2024-07-14,FR
Assumption of Mary,15,8,2024,5,France,2024-08-15,FR
All Saints' Day,1,11,2024,5,France,2024-11-01,FR
Armistice Day,11,11,2024,5,France,2024-11-11,FR
Christmas Eve,24,12,2024,5,France,2024-12-24,FR
Christmas Day,25,12,2024,5,France,2024-12-25,FR
New Year's Eve,31,12,2024,5,France,2024-12-31,FR
New Year's Day,1,1,2025,5,France,2025-01-01,FR
Easter Sunday,20,4,2025,5,France,2025-04-20,FR
Easter Monday,21,4,2025,5,France,2025-04-21,FR
Labor Day / May Day,1,5,2025,5,France,2025-05-01,FR
WWII Victory Day,8,5,2025,5,France,2025-05-08,FR
Mother's Day,25,5,2025,5,France,2025-05-25,FR
Ascension Day,29,5,2025,5,France,2025-05-29,FR
Whit Sunday,8,6,2025,5,France,2025-06-08,FR
Whit Monday,9,6,2025,5,France,2025-06-09,FR
Father's Day,15,6,2025,5,France,2025-06-15,FR
Bastille Day,14,7,2025,5,France,2025-07-14,FR
Assumption of Mary,15,8,2025,5,France,2025-08-15,FR
All Saints' Day,1,11,2025,5,France,2025-11-01,FR
Armistice Day,11,11,2025,5,France,2025-11-11,FR
Christmas Eve,24,12,2025,5,France,2025-12-24,FR
Christmas Day,25,12,2025,5,France,2025-12-25,FR
New Year's Eve,31,12,2025,5,France,2025-12-31,FR
New Year's Day,1,1,2026,5,France,2026-01-01,FR
Easter Sunday,5,4,2026,5,France,2026-04-05,FR
Easter Monday,6,4,2026,5,France,2026-04-06,FR
Labor Day / May Day,1,5,2026,5,France,2026-05-01,FR
WWII Victory Day,8,5,2026,5,France,2026-05-08,FR
Ascension Day,14,5,2026,5,France,2026-05-14,FR
Whit Sunday,24,5,2026,5,France,2026-05-24,FR
Whit Monday,25,5,2026,5,France,2026-05-25,FR
Mother's Day,31,5,2026,5,France,2026-05-31,FR
Father's Day,21,6,2026,5,France,2026-06-21,FR
Bastille Day,14,7,2026,5,France,2026-07-14,FR
Assumption of Mary,15,8,2026,5,France,2026-08-15,FR
All Saints' Day,1,11,2026,5,France,2026-11-01,FR
Armistice Day,11,11,2026,5,France,2026-11-11,FR
Christmas Eve,24,12,2026,5,France,2026-12-24,FR
Christmas Day,25,12,2026,5,France,2026-12-25,FR
New Year's Eve,31,12,2026,5,France,2026-12-31,FR
New Year's Day,1,1,2027,5,France,2027-01-01,FR
Easter Sunday,28,3,2027,5,France,2027-03-28,FR
Easter Monday,29,3,2027,5,France,2027-03-29,FR
Labor Day / May Day,1,5,2027,5,France,2027-05-01,FR
Ascension Day,6,5,2027,5,France,2027-05-06,FR
WWII Victory Day,8,5,2027,5,France,2027-05-08,FR
Whit Sunday,16,5,2027,5,France,2027-05-16,FR
Whit Monday,17,5,2027,5,France,2027-05-17,FR
Mother's Day,30,5,2027,5,France,2027-05-30,FR
Father's Day,20,6,2027,5,France,2027-06-20,FR
Bastille Day,14,7,2027,5,France,2027-07-14,FR
Assumption of Mary,15,8,2027,5,France,2027-08-15,FR
All Saints' Day,1,11,2027,5,France,2027-11-01,FR
Armistice Day,11,11,2027,5,France,2027-11-11,FR
Christmas Eve,24,12,2027,5,France,2027-12-24,FR
Christmas Day,25,12,2027,5,France,2027-12-25,FR
New Year's Eve,31,12,2027,5,France,2027-12-31,FR
New Year's Day,1,1,2028,5,France,2028-01-01,FR
Easter Sunday,16,4,2028,5,France,2028-04-16,FR
Easter Monday,17,4,2028,5,France,2028-04-17,FR
Labor Day / May Day,1,5,2028,5,France,2028-05-01,FR
WWII Victory Day,8,5,2028,5,France,2028-05-08,FR
Ascension Day,25,5,2028,5,France,2028-05-25,FR
Mother's Day,28,5,2028,5,France,2028-05-28,FR
Whit Sunday,4,6,2028,5,France,2028-06-04,FR
Whit Monday,5,6,2028,5,France,2028-06-05,FR
Father's Day,18,6,2028,5,France,2028-06-18,FR
Bastille Day,14,7,2028,5,France,2028-07-14,FR
Assumption of Mary,15,8,2028,5,France,2028-08-15,FR
All Saints' Day,1,11,2028,5,France,2028-11-01,FR
Armistice Day,11,11,2028,5,France,2028-11-11,FR
Christmas Eve,24,12,2028,5,France,2028-12-24,FR
Christmas Day,25,12,2028,5,France,2028-12-25,FR
New Year's Eve,31,12,2028,5,France,2028-12-31,FR
New Year's Day,1,1,2029,5,France,2029-01-01,FR
Easter Sunday,1,4,2029,5,France,2029-04-01,FR
Easter Monday,2,4,2029,5,France,2029-04-02,FR
Labor Day / May Day,1,5,2029,5,France,2029-05-01,FR
WWII Victory Day,8,5,2029,5,France,2029-05-08,FR
Ascension Day,10,5,2029,5,France,2029-05-10,FR
Whit Sunday,20,5,2029,5,France,2029-05-20,FR
Whit Monday,21,5,2029,5,France,2029-05-21,FR
Mother's Day,27,5,2029,5,France,2029-05-27,FR
Father's Day,17,6,2029,5,France,2029-06-17,FR
Bastille Day,14,7,2029,5,France,2029-07-14,FR
Assumption of Mary,15,8,2029,5,France,2029-08-15,FR
All Saints' Day,1,11,2029,5,France,2029-11-01,FR
Armistice Day,11,11,2029,5,France,2029-11-11,FR
Christmas Eve,24,12,2029,5,France,2029-12-24,FR
Christmas Day,25,12,2029,5,France,2029-12-25,FR
New Year's Eve,31,12,2029,5,France,2029-12-31,FR
New Year's Day,1,1,2030,5,France,2030-01-01,FR
Easter Sunday,21,4,2030,5,France,2030-04-21,FR
Easter Monday,22,4,2030,5,France,2030-04-22,FR
Labor Day / May Day,1,5,2030,5,France,2030-05-01,FR
WWII Victory Day,8,5,2030,5,France,2030-05-08,FR
Mother's Day,26,5,2030,5,France,2030-05-26,FR
Ascension Day,30,5,2030,5,France,2030-05-30,FR
Whit Sunday,9,6,2030,5,France,2030-06-09,FR
Whit Monday,10,6,2030,5,France,2030-06-10,FR
Father's Day,16,6,2030,5,France,2030-06-16,FR
Bastille Day,14,7,2030,5,France,2030-07-14,FR
Assumption of Mary,15,8,2030,5,France,2030-08-15,FR
All Saints' Day,1,11,2030,5,France,2030-11-01,FR
Armistice Day,11,11,2030,5,France,2030-11-11,FR
Christmas Eve,24,12,2030,5,France,2030-12-24,FR
Christmas Day,25,12,2030,5,France,2030-12-25,FR
New Year's Eve,31,12,2030,5,France,2030-12-31,FR
New Year's Day,1,1,2018,235,French Guiana,2018-01-01,GF
Carnival / Shrove Monday,12,2,2018,235,French Guiana,2018-02-12,GF
Carnival / Shrove Tuesday,13,2,2018,235,French Guiana,2018-02-13,GF
Carnival / Ash Wednesday,14,2,2018,235,French Guiana,2018-02-14,GF
Laetare Sunday,11,3,2018,235,French Guiana,2018-03-11,GF
Palm Sunday,25,3,2018,235,French Guiana,2018-03-25,GF
Good Friday,30,3,2018,235,French Guiana,2018-03-30,GF
Easter Sunday,1,4,2018,235,French Guiana,2018-04-01,GF
Easter Monday,2,4,2018,235,French Guiana,2018-04-02,GF
Labor Day / May Day,1,5,2018,235,French Guiana,2018-05-01,GF
Victory Day,8,5,2018,235,French Guiana,2018-05-08,GF
Ascension Day,10,5,2018,235,French Guiana,2018-05-10,GF
Whit Sunday,20,5,2018,235,French Guiana,2018-05-20,GF
Whit Monday,21,5,2018,235,French Guiana,2018-05-21,GF
Abolition Day,10,6,2018,235,French Guiana,2018-06-10,GF
French National Day,14,7,2018,235,French Guiana,2018-07-14,GF
Assumption of Mary,15,8,2018,235,French Guiana,2018-08-15,GF
All Saints' Day,1,11,2018,235,French Guiana,2018-11-01,GF
All Souls' Day,2,11,2018,235,French Guiana,2018-11-02,GF
Armistice Day,11,11,2018,235,French Guiana,2018-11-11,GF
Christmas Day,25,12,2018,235,French Guiana,2018-12-25,GF
New Year's Eve,31,12,2018,235,French Guiana,2018-12-31,GF
New Year's Day,1,1,2019,235,French Guiana,2019-01-01,GF
Carnival / Shrove Monday,4,3,2019,235,French Guiana,2019-03-04,GF
Carnival / Shrove Tuesday,5,3,2019,235,French Guiana,2019-03-05,GF
Carnival / Ash Wednesday,6,3,2019,235,French Guiana,2019-03-06,GF
Laetare Sunday,31,3,2019,235,French Guiana,2019-03-31,GF
Palm Sunday,14,4,2019,235,French Guiana,2019-04-14,GF
Good Friday,19,4,2019,235,French Guiana,2019-04-19,GF
Easter Sunday,21,4,2019,235,French Guiana,2019-04-21,GF
Easter Monday,22,4,2019,235,French Guiana,2019-04-22,GF
Labor Day / May Day,1,5,2019,235,French Guiana,2019-05-01,GF
Victory Day,8,5,2019,235,French Guiana,2019-05-08,GF
Ascension Day,30,5,2019,235,French Guiana,2019-05-30,GF
Whit Sunday,9,6,2019,235,French Guiana,2019-06-09,GF
Whit Monday,10,6,2019,235,French Guiana,2019-06-10,GF
French National Day,14,7,2019,235,French Guiana,2019-07-14,GF
Assumption of Mary,15,8,2019,235,French Guiana,2019-08-15,GF
All Saints' Day,1,11,2019,235,French Guiana,2019-11-01,GF
All Souls' Day,2,11,2019,235,French Guiana,2019-11-02,GF
Armistice Day,11,11,2019,235,French Guiana,2019-11-11,GF
Christmas Day,25,12,2019,235,French Guiana,2019-12-25,GF
New Year's Eve,31,12,2019,235,French Guiana,2019-12-31,GF
New Year's Day,1,1,2020,235,French Guiana,2020-01-01,GF
Carnival / Shrove Monday,24,2,2020,235,French Guiana,2020-02-24,GF
Carnival / Shrove Tuesday,25,2,2020,235,French Guiana,2020-02-25,GF
Carnival / Ash Wednesday,26,2,2020,235,French Guiana,2020-02-26,GF
Laetare Sunday,22,3,2020,235,French Guiana,2020-03-22,GF
Palm Sunday,5,4,2020,235,French Guiana,2020-04-05,GF
Good Friday,10,4,2020,235,French Guiana,2020-04-10,GF
Easter Sunday,12,4,2020,235,French Guiana,2020-04-12,GF
Easter Monday,13,4,2020,235,French Guiana,2020-04-13,GF
Labor Day / May Day,1,5,2020,235,French Guiana,2020-05-01,GF
Victory Day,8,5,2020,235,French Guiana,2020-05-08,GF
Ascension Day,21,5,2020,235,French Guiana,2020-05-21,GF
Whit Sunday,31,5,2020,235,French Guiana,2020-05-31,GF
Whit Monday,1,6,2020,235,French Guiana,2020-06-01,GF
Abolition Day,10,6,2020,235,French Guiana,2020-06-10,GF
French National Day,14,7,2020,235,French Guiana,2020-07-14,GF
Assumption of Mary,15,8,2020,235,French Guiana,2020-08-15,GF
All Saints' Day,1,11,2020,235,French Guiana,2020-11-01,GF
All Souls' Day,2,11,2020,235,French Guiana,2020-11-02,GF
Armistice Day,11,11,2020,235,French Guiana,2020-11-11,GF
Christmas Day,25,12,2020,235,French Guiana,2020-12-25,GF
New Year's Eve,31,12,2020,235,French Guiana,2020-12-31,GF
New Year's Day,1,1,2021,235,French Guiana,2021-01-01,GF
Carnival / Shrove Monday,15,2,2021,235,French Guiana,2021-02-15,GF
Carnival / Shrove Tuesday,16,2,2021,235,French Guiana,2021-02-16,GF
Carnival / Ash Wednesday,17,2,2021,235,French Guiana,2021-02-17,GF
Laetare Sunday,14,3,2021,235,French Guiana,2021-03-14,GF
Palm Sunday,28,3,2021,235,French Guiana,2021-03-28,GF
Good Friday,2,4,2021,235,French Guiana,2021-04-02,GF
Easter Sunday,4,4,2021,235,French Guiana,2021-04-04,GF
Easter Monday,5,4,2021,235,French Guiana,2021-04-05,GF
Labor Day / May Day,1,5,2021,235,French Guiana,2021-05-01,GF
Victory Day,8,5,2021,235,French Guiana,2021-05-08,GF
Ascension Day,13,5,2021,235,French Guiana,2021-05-13,GF
Whit Sunday,23,5,2021,235,French Guiana,2021-05-23,GF
Whit Monday,24,5,2021,235,French Guiana,2021-05-24,GF
Abolition Day,10,6,2021,235,French Guiana,2021-06-10,GF
French National Day,14,7,2021,235,French Guiana,2021-07-14,GF
Assumption of Mary,15,8,2021,235,French Guiana,2021-08-15,GF
All Saints' Day,1,11,2021,235,French Guiana,2021-11-01,GF
All Souls' Day,2,11,2021,235,French Guiana,2021-11-02,GF
Armistice Day,11,11,2021,235,French Guiana,2021-11-11,GF
Christmas Day,25,12,2021,235,French Guiana,2021-12-25,GF
New Year's Eve,31,12,2021,235,French Guiana,2021-12-31,GF
New Year's Day,1,1,2022,235,French Guiana,2022-01-01,GF
Carnival / Shrove Monday,28,2,2022,235,French Guiana,2022-02-28,GF
Carnival / Shrove Tuesday,1,3,2022,235,French Guiana,2022-03-01,GF
Carnival / Ash Wednesday,2,3,2022,235,French Guiana,2022-03-02,GF
Laetare Sunday,27,3,2022,235,French Guiana,2022-03-27,GF
Palm Sunday,10,4,2022,235,French Guiana,2022-04-10,GF
Good Friday,15,4,2022,235,French Guiana,2022-04-15,GF
Easter Sunday,17,4,2022,235,French Guiana,2022-04-17,GF
Easter Monday,18,4,2022,235,French Guiana,2022-04-18,GF
Labor Day / May Day,1,5,2022,235,French Guiana,2022-05-01,GF
Victory Day,8,5,2022,235,French Guiana,2022-05-08,GF
Ascension Day,26,5,2022,235,French Guiana,2022-05-26,GF
Whit Sunday,5,6,2022,235,French Guiana,2022-06-05,GF
Whit Monday,6,6,2022,235,French Guiana,2022-06-06,GF
Abolition Day,10,6,2022,235,French Guiana,2022-06-10,GF
French National Day,14,7,2022,235,French Guiana,2022-07-14,GF
Assumption of Mary,15,8,2022,235,French Guiana,2022-08-15,GF
All Saints' Day,1,11,2022,235,French Guiana,2022-11-01,GF
All Souls' Day,2,11,2022,235,French Guiana,2022-11-02,GF
Armistice Day,11,11,2022,235,French Guiana,2022-11-11,GF
Christmas Day,25,12,2022,235,French Guiana,2022-12-25,GF
New Year's Eve,31,12,2022,235,French Guiana,2022-12-31,GF
New Year's Day,1,1,2023,235,French Guiana,2023-01-01,GF
Carnival / Shrove Monday,20,2,2023,235,French Guiana,2023-02-20,GF
Carnival / Shrove Tuesday,21,2,2023,235,French Guiana,2023-02-21,GF
Carnival / Ash Wednesday,22,2,2023,235,French Guiana,2023-02-22,GF
Laetare Sunday,19,3,2023,235,French Guiana,2023-03-19,GF
Palm Sunday,2,4,2023,235,French Guiana,2023-04-02,GF
Good Friday,7,4,2023,235,French Guiana,2023-04-07,GF
Easter Sunday,9,4,2023,235,French Guiana,2023-04-09,GF
Easter Monday,10,4,2023,235,French Guiana,2023-04-10,GF
Labor Day / May Day,1,5,2023,235,French Guiana,2023-05-01,GF
Victory Day,8,5,2023,235,French Guiana,2023-05-08,GF
Ascension Day,18,5,2023,235,French Guiana,2023-05-18,GF
Whit Sunday,28,5,2023,235,French Guiana,2023-05-28,GF
Whit Monday,29,5,2023,235,French Guiana,2023-05-29,GF
Abolition Day,10,6,2023,235,French Guiana,2023-06-10,GF
French National Day,14,7,2023,235,French Guiana,2023-07-14,GF
Assumption of Mary,15,8,2023,235,French Guiana,2023-08-15,GF
All Saints' Day,1,11,2023,235,French Guiana,2023-11-01,GF
All Souls' Day,2,11,2023,235,French Guiana,2023-11-02,GF
Armistice Day,11,11,2023,235,French Guiana,2023-11-11,GF
Christmas Day,25,12,2023,235,French Guiana,2023-12-25,GF
New Year's Eve,31,12,2023,235,French Guiana,2023-12-31,GF
New Year's Day,1,1,2024,235,French Guiana,2024-01-01,GF
Carnival / Shrove Monday,12,2,2024,235,French Guiana,2024-02-12,GF
Carnival / Shrove Tuesday,13,2,2024,235,French Guiana,2024-02-13,GF
Carnival / Ash Wednesday,14,2,2024,235,French Guiana,2024-02-14,GF
Laetare Sunday,10,3,2024,235,French Guiana,2024-03-10,GF
Palm Sunday,24,3,2024,235,French Guiana,2024-03-24,GF
Good Friday,29,3,2024,235,French Guiana,2024-03-29,GF
Easter Sunday,31,3,2024,235,French Guiana,2024-03-31,GF
Easter Monday,1,4,2024,235,French Guiana,2024-04-01,GF
Labor Day / May Day,1,5,2024,235,French Guiana,2024-05-01,GF
Victory Day,8,5,2024,235,French Guiana,2024-05-08,GF
Ascension Day,9,5,2024,235,French Guiana,2024-05-09,GF
Whit Sunday,19,5,2024,235,French Guiana,2024-05-19,GF
Whit Monday,20,5,2024,235,French Guiana,2024-05-20,GF
Abolition Day,10,6,2024,235,French Guiana,2024-06-10,GF
French National Day,14,7,2024,235,French Guiana,2024-07-14,GF
Assumption of Mary,15,8,2024,235,French Guiana,2024-08-15,GF
All Saints' Day,1,11,2024,235,French Guiana,2024-11-01,GF
All Souls' Day,2,11,2024,235,French Guiana,2024-11-02,GF
Armistice Day,11,11,2024,235,French Guiana,2024-11-11,GF
Christmas Day,25,12,2024,235,French Guiana,2024-12-25,GF
New Year's Eve,31,12,2024,235,French Guiana,2024-12-31,GF
New Year's Day,1,1,2025,235,French Guiana,2025-01-01,GF
Carnival / Shrove Monday,3,3,2025,235,French Guiana,2025-03-03,GF
Carnival / Shrove Tuesday,4,3,2025,235,French Guiana,2025-03-04,GF
Carnival / Ash Wednesday,5,3,2025,235,French Guiana,2025-03-05,GF
Laetare Sunday,30,3,2025,235,French Guiana,2025-03-30,GF
Palm Sunday,13,4,2025,235,French Guiana,2025-04-13,GF
Good Friday,18,4,2025,235,French Guiana,2025-04-18,GF
Easter Sunday,20,4,2025,235,French Guiana,2025-04-20,GF
Easter Monday,21,4,2025,235,French Guiana,2025-04-21,GF
Labor Day / May Day,1,5,2025,235,French Guiana,2025-05-01,GF
Victory Day,8,5,2025,235,French Guiana,2025-05-08,GF
Ascension Day,29,5,2025,235,French Guiana,2025-05-29,GF
Whit Sunday,8,6,2025,235,French Guiana,2025-06-08,GF
Whit Monday,9,6,2025,235,French Guiana,2025-06-09,GF
Abolition Day,10,6,2025,235,French Guiana,2025-06-10,GF
French National Day,14,7,2025,235,French Guiana,2025-07-14,GF
Assumption of Mary,15,8,2025,235,French Guiana,2025-08-15,GF
All Saints' Day,1,11,2025,235,French Guiana,2025-11-01,GF
All Souls' Day,2,11,2025,235,French Guiana,2025-11-02,GF
Armistice Day,11,11,2025,235,French Guiana,2025-11-11,GF
Christmas Day,25,12,2025,235,French Guiana,2025-12-25,GF
New Year's Eve,31,12,2025,235,French Guiana,2025-12-31,GF
New Year's Day,1,1,2026,235,French Guiana,2026-01-01,GF
Carnival / Shrove Monday,16,2,2026,235,French Guiana,2026-02-16,GF
Carnival / Shrove Tuesday,17,2,2026,235,French Guiana,2026-02-17,GF
Carnival / Ash Wednesday,18,2,2026,235,French Guiana,2026-02-18,GF
Laetare Sunday,15,3,2026,235,French Guiana,2026-03-15,GF
Palm Sunday,29,3,2026,235,French Guiana,2026-03-29,GF
Good Friday,3,4,2026,235,French Guiana,2026-04-03,GF
Easter Sunday,5,4,2026,235,French Guiana,2026-04-05,GF
Easter Monday,6,4,2026,235,French Guiana,2026-04-06,GF
Labor Day / May Day,1,5,2026,235,French Guiana,2026-05-01,GF
Victory Day,8,5,2026,235,French Guiana,2026-05-08,GF
Ascension Day,14,5,2026,235,French Guiana,2026-05-14,GF
Whit Sunday,24,5,2026,235,French Guiana,2026-05-24,GF
Whit Monday,25,5,2026,235,French Guiana,2026-05-25,GF
Abolition Day,10,6,2026,235,French Guiana,2026-06-10,GF
French National Day,14,7,2026,235,French Guiana,2026-07-14,GF
Assumption of Mary,15,8,2026,235,French Guiana,2026-08-15,GF
All Saints' Day,1,11,2026,235,French Guiana,2026-11-01,GF
All Souls' Day,2,11,2026,235,French Guiana,2026-11-02,GF
Armistice Day,11,11,2026,235,French Guiana,2026-11-11,GF
Christmas Day,25,12,2026,235,French Guiana,2026-12-25,GF
New Year's Eve,31,12,2026,235,French Guiana,2026-12-31,GF
New Year's Day,1,1,2027,235,French Guiana,2027-01-01,GF
Carnival / Shrove Monday,8,2,2027,235,French Guiana,2027-02-08,GF
Carnival / Shrove Tuesday,9,2,2027,235,French Guiana,2027-02-09,GF
Carnival / Ash Wednesday,10,2,2027,235,French Guiana,2027-02-10,GF
Laetare Sunday,7,3,2027,235,French Guiana,2027-03-07,GF
Palm Sunday,21,3,2027,235,French Guiana,2027-03-21,GF
Good Friday,26,3,2027,235,French Guiana,2027-03-26,GF
Easter Sunday,28,3,2027,235,French Guiana,2027-03-28,GF
Easter Monday,29,3,2027,235,French Guiana,2027-03-29,GF
Labor Day / May Day,1,5,2027,235,French Guiana,2027-05-01,GF
Ascension Day,6,5,2027,235,French Guiana,2027-05-06,GF
Victory Day,8,5,2027,235,French Guiana,2027-05-08,GF
Whit Sunday,16,5,2027,235,French Guiana,2027-05-16,GF
Whit Monday,17,5,2027,235,French Guiana,2027-05-17,GF
Abolition Day,10,6,2027,235,French Guiana,2027-06-10,GF
French National Day,14,7,2027,235,French Guiana,2027-07-14,GF
Assumption of Mary,15,8,2027,235,French Guiana,2027-08-15,GF
All Saints' Day,1,11,2027,235,French Guiana,2027-11-01,GF
All Souls' Day,2,11,2027,235,French Guiana,2027-11-02,GF
Armistice Day,11,11,2027,235,French Guiana,2027-11-11,GF
Christmas Day,25,12,2027,235,French Guiana,2027-12-25,GF
New Year's Eve,31,12,2027,235,French Guiana,2027-12-31,GF
New Year's Day,1,1,2028,235,French Guiana,2028-01-01,GF
Carnival / Shrove Monday,28,2,2028,235,French Guiana,2028-02-28,GF
Carnival / Shrove Tuesday,29,2,2028,235,French Guiana,2028-02-29,GF
Carnival / Ash Wednesday,1,3,2028,235,French Guiana,2028-03-01,GF
Laetare Sunday,26,3,2028,235,French Guiana,2028-03-26,GF
Palm Sunday,9,4,2028,235,French Guiana,2028-04-09,GF
Good Friday,14,4,2028,235,French Guiana,2028-04-14,GF
Easter Sunday,16,4,2028,235,French Guiana,2028-04-16,GF
Easter Monday,17,4,2028,235,French Guiana,2028-04-17,GF
Labor Day / May Day,1,5,2028,235,French Guiana,2028-05-01,GF
Victory Day,8,5,2028,235,French Guiana,2028-05-08,GF
Ascension Day,25,5,2028,235,French Guiana,2028-05-25,GF
Whit Sunday,4,6,2028,235,French Guiana,2028-06-04,GF
Whit Monday,5,6,2028,235,French Guiana,2028-06-05,GF
Abolition Day,10,6,2028,235,French Guiana,2028-06-10,GF
French National Day,14,7,2028,235,French Guiana,2028-07-14,GF
Assumption of Mary,15,8,2028,235,French Guiana,2028-08-15,GF
All Saints' Day,1,11,2028,235,French Guiana,2028-11-01,GF
All Souls' Day,2,11,2028,235,French Guiana,2028-11-02,GF
Armistice Day,11,11,2028,235,French Guiana,2028-11-11,GF
Christmas Day,25,12,2028,235,French Guiana,2028-12-25,GF
New Year's Eve,31,12,2028,235,French Guiana,2028-12-31,GF
New Year's Day,1,1,2029,235,French Guiana,2029-01-01,GF
Carnival / Shrove Monday,12,2,2029,235,French Guiana,2029-02-12,GF
Carnival / Shrove Tuesday,13,2,2029,235,French Guiana,2029-02-13,GF
Carnival / Ash Wednesday,14,2,2029,235,French Guiana,2029-02-14,GF
Laetare Sunday,11,3,2029,235,French Guiana,2029-03-11,GF
Palm Sunday,25,3,2029,235,French Guiana,2029-03-25,GF
Good Friday,30,3,2029,235,French Guiana,2029-03-30,GF
Easter Sunday,1,4,2029,235,French Guiana,2029-04-01,GF
Easter Monday,2,4,2029,235,French Guiana,2029-04-02,GF
Labor Day / May Day,1,5,2029,235,French Guiana,2029-05-01,GF
Victory Day,8,5,2029,235,French Guiana,2029-05-08,GF
Ascension Day,10,5,2029,235,French Guiana,2029-05-10,GF
Whit Sunday,20,5,2029,235,French Guiana,2029-05-20,GF
Whit Monday,21,5,2029,235,French Guiana,2029-05-21,GF
Abolition Day,10,6,2029,235,French Guiana,2029-06-10,GF
French National Day,14,7,2029,235,French Guiana,2029-07-14,GF
Assumption of Mary,15,8,2029,235,French Guiana,2029-08-15,GF
